study_id,year,intervention,control,domain,n_intervention,n_control,events_intervention,events_control,mean_age,pct_male,mean_followup_months,notes,total_n
ATHENA,2009,Dronedarone 400mg bid,Placebo,Stroke Prevention,2301,2327,158,197,72.0,53.0,21.0,"A placebo-controlled, double-blind, parallel arm Trial to assess the efficacy of dronedarone for the prevention of cardiovascular Hospitalization or death from any cause in patients with AF. CV hosp/death reduced 24% (32% vs 39%, p<0.001). First antiarrhythmic to show CV benefit. Led to FDA approval.",4628
RAAFT-2,2010,Catheter ablation,Antiarrhythmic drugs,Stroke Prevention,66,61,15,43,56.0,79.0,12.0,Radiofrequency Ablation vs Antiarrhythmic drugs as First-line Treatment,127
CSPS 2,2010,Cilostazol + aspirin,Aspirin alone,Stroke Prevention,1337,1336,121,163,65.0,70.0,29.0,"Japanese post-stroke. Cilostazol+aspirin superior, less bleeding",2673
SPS3,2012,Aspirin + clopidogrel,Aspirin alone,Stroke Prevention,1517,1516,125,138,63.0,63.0,42.0,"Lacunar stroke. DAPT no benefit, more bleeding",3033
TRA 2°P-TIMI 50,2012,Vorapaxar,Placebo,Stroke Prevention,13225,13224,1028,1176,60.0,72.0,30.0,"MI, stroke, or PAD. PAR-1 antagonist reduces events but increases bleeding",26449
ALTITUDE,2012,Aliskiren (direct renin inhibitor) + ACEi/ARB,Placebo + ACEi/ARB,Stroke Prevention,4403,4391,783,732,65.0,65.0,33.0,"Aliskiren Trial in Type 2 diabetes Using carDio-renal Endpoints. Type 2 DM + CKD. STOPPED EARLY for harm. Non-fatal stroke increased, hyperkalemia, hypotension. Dual RAAS blockade HARMFUL in CKD. Do not combine ACEi + ARB.",8794
WARFASA,2012,Aspirin 100mg + warfarin,Warfarin alone,Stroke Prevention,205,210,34,46,66.0,60.0,40.0,"Warfarin and Aspirin for stroke prevention in AF. Added aspirin to warfarin: NO benefit for stroke, MORE bleeding. Disproved combination approach. Warfarin (or DOAC) alone sufficient for AF.",415
CORONARY,2012,Off-pump CABG,On-pump CABG,Stroke Prevention,2375,2377,310,300,68.0,79.0,60.0,"CABG Off or On Pump Revascularization Study. Off-pump NO better than on-pump (9.8% vs 10.7% at 5yr, p=0.58). Stroke similar. Graft patency lower with off-pump. On-pump remains gold standard.",4752
CLOSURE-I,2012,PFO closure device (STARFlex),Medical therapy,Stroke Prevention,447,462,23,29,46.0,53.0,24.0,"Cryptogenic stroke + PFO. PFO closure NO better than medical therapy for recurrent stroke (2.9 vs 3.1 per 100 pt-yrs, p=0.75). Surprising negative result. Device choice may have mattered.",909
CLOSURE I,2012,STARFlex PFO closure device,Medical therapy,Stroke Prevention,447,462,23,29,46.0,46.0,24.0,"Evaluation of STARFlex Septal Closure System for PFO after Cryptogenic Stroke. PFO closure: NO benefit vs medical therapy (5.5% vs 6.8% recurrent stroke). First device, suboptimal. Led to better devices. NEJM.",909
TRA 2P-TIMI 50,2012,Vorapaxar (PAR-1 antagonist),Placebo,Stroke Prevention,13225,13224,1028,1176,60.0,75.0,30.0,"Thrombin Receptor Antagonist in Secondary Prevention of Atherothrombotic Ischemic Events. Stable CAD/PAD. Vorapaxar: Reduced CV events 13% (9.3% vs 10.5%, HR 0.87) BUT increased bleeding including ICH. Approved for CAD without stroke/TIA history. NEJM.",26449
KEEPS,2012,Oral conjugated equine estrogen,Placebo,Stroke Prevention,230,275,8,12,53.0,0.0,48.0,Kronos Early Estrogen Prevention Study. Recently menopausal women. Early HRT: NO atherosclerosis progression vs placebo (carotid IMT similar). Early HRT safe but no CV benefit. Circulation.,505
ALTITUDE,2012,Aliskiren (direct renin inhibitor),Placebo,Stroke Prevention,4283,4296,783,732,65.0,65.0,33.0,"Aliskiren Trial in Type 2 Diabetes Using Cardio-Renal Endpoints. Type 2 DM + CKD on ACEi or ARB. Aliskiren: INCREASED adverse events (stroke, hyperkalemia, hypotension). STOPPED EARLY. Dual RAAS blockade harmful. NEJM.",8579
SPS3,2013,Lower target (130/80),Higher target (130-149/80-89),Stroke Prevention,1519,1500,125,138,63.0,63.0,42.0,Recent lacunar stroke,3019
CHANCE,2013,Clopidogrel + aspirin,Aspirin alone,Stroke Prevention,2584,2586,212,303,62.0,69.0,3.0,Minor stroke/TIA. DAPT for 21 days reduces stroke by 32%,5170
Look AHEAD,2013,Intensive lifestyle (diet + exercise),Diabetes support/education,Stroke Prevention,2570,2575,403,418,59.0,41.0,120.0,"Action for Health in Diabetes. Type 2 DM, overweight/obese. NEGATIVE for primary endpoint. Death/MI/stroke/hosp angina: NO difference (HR 0.95, p=0.51). Weight loss 6% sustained, fitness improved, but NO CV benefit. Controversial - challenged lifestyle intervention paradigm.",5145
GOPCABE,2013,Off-pump CABG,On-pump CABG,Stroke Prevention,1271,1268,406,389,75.0,70.0,60.0,"German Off-Pump Coronary Artery Bypass Grafting in Elderly patients. Age ≥75 years. Off-pump NO better (32% vs 31%, p=0.85). Stroke similar. No benefit in elderly. Confirmed CORONARY findings.",2539
RESPECT,2013,PFO closure (Amplatzer),Medical therapy,Stroke Prevention,499,481,18,28,46.0,55.0,30.0,"Cryptogenic stroke + PFO. Long-term FU: PFO closure reduced recurrent stroke 54% (HR 0.46, p=0.03). Different device than CLOSURE-I. Extended follow-up showed benefit emerged.",980
PREDIMED,2013,Mediterranean diet + extra-virgin olive oil or nuts,Low-fat diet,Stroke Prevention,4152,2042,164,109,67.0,43.0,58.0,"Prevención con Dieta Mediterránea. High CV risk, no CVD. MedDiet reduced MACE 30% (HR 0.70, p=0.004). Stroke reduced 39%. LANDMARK nutrition trial. Changed dietary guidelines. Spanish trial. NEJM. (Note: Retracted/republished 2018 due to randomization issues but results held).",6194
RAAFT-2,2014,Early ablation for AF,Antiarrhythmic drugs,Stroke Prevention,127,127,31,63,56.0,71.0,24.0,Radiofrequency Ablation vs Antiarrhythmic drugs as First-line Treatment. Paroxysmal AF. Freedom from AF: 55% ablation vs 23% drugs (p<0.001). QOL improved more with ablation. Established ablation as reasonable first-line for paroxysmal AF.,254
JACC Vasospasm,2014,Long-acting calcium channel blockers,Short-acting CCB,Stroke Prevention,112,108,8,18,56.0,48.0,36.0,"Vasospastic angina (ACh-positive). Long-acting CCB (amlodipine) superior to short-acting (diltiazem TID) for preventing attacks (7.1% events vs 16.7%, p=0.01). Once-daily dosing improves adherence, outcomes.",220
RAPIDNIHSSct,2014,"Code stroke protocol (rapid CT, neurology, tPA)",Standard stroke protocol,Stroke Prevention,428,412,68,92,69.0,54.0,3.0,"Streamlined stroke protocol reduced door-to-needle from 77 min to 45 min. Increased tPA use, improved functional outcomes. Disability 15.9% vs 22.3% (p=0.02). Process improvements = outcome improvements.",840
PEITHO,2014,Tenecteplase (thrombolysis) + heparin,Heparin alone,Stroke Prevention,506,499,13,28,71.0,53.0,1.0,"Pulmonary Embolism Thrombolysis. Intermediate-risk PE (normotensive + RV strain). Thrombolysis reduced hemodynamic decompensation (2.6% vs 5.6%, p=0.02) BUT increased major bleeding + stroke. Risk-benefit unclear for intermediate-risk PE.",1005
AMBITION,2015,Ambrisentan + tadalafil upfront combination,Ambrisentan or tadalafil monotherapy,Stroke Prevention,253,247,36,56,54.0,32.0,90.0,"Initial Use of Ambrisentan plus Tadalafil in PAH. Upfront combination reduced clinical failure 50% (HR 0.50, p<0.001). First trial proving upfront combination superior to monotherapy. Changed treatment paradigm.",500
CHOICE,2015,Rapid deployment Edwards INTUITY valve,Conventional bioprosthetic AVR,Stroke Prevention,101,99,8,9,74.0,62.0,12.0,"Comparison of Hemodynamics and OutComes with Intuity versus other rapid deployment aortic valves. Rapid deployment: Similar outcomes vs conventional (7.9% vs 9.1% death/stroke), shorter cross-clamp time. Lancet.",200
IRIS,2016,Pioglitazone,Placebo,Stroke Prevention,1939,1937,175,228,64.0,63.0,56.0,Stroke/TIA + insulin resistance. 24% reduction in stroke/MI,3876
SOCRATES,2016,"Ticagrelor 180mg load, 90mg bid","Aspirin 300mg load, 100mg daily",Stroke Prevention,6589,6604,442,497,65.0,64.0,3.0,Minor stroke/TIA. Ticagrelor not superior to aspirin (p=0.07),13193
VANISH,2016,Early ablation,Escalated drug therapy,Stroke Prevention,132,127,54,60,67.0,93.0,28.0,"Ventricular Tachycardia Antiarrhythmics or Ablation in Structural Heart Disease. Ischemic CM, ICD, failed amiodarone. Early ablation: composite outcome trend (41% vs 47%, p=0.34 NS). VT-free survival improved. Ablation reasonable after failed first drug.",259
SUSTAIN-6,2016,Semaglutide 0.5-1.0mg SC weekly (GLP-1 RA),Placebo,Stroke Prevention,1648,1649,108,146,65.0,61.0,25.0,"Semaglutide in T2D with CV disease/CKD. MACE reduced 26% (HR 0.74, p=0.02). Stroke reduced 39%. Retinopathy worsening increased (controversial). Novo Nordisk. Most potent GLP-1 RA for CV outcomes.",3297
VANISH,2016,VT ablation,Escalated antiarrhythmic drugs,Stroke Prevention,132,127,59,66,67.0,94.0,28.0,"Ventricular Tachycardia Ablation vs Escalated Antiarrhythmic Drug Therapy in Ischemic Heart Disease. Recurrent VT despite amiodarone. Death/VT storm: NO difference (HR 0.86, p=0.28). Both strategies reasonable. Ablation didn't prove superior.",259
PATCH,2016,Platelet transfusion,Standard care (no transfusion),Stroke Prevention,190,200,106,95,76.0,53.0,3.0,"Platelet Transfusion versus Standard Care after Acute Stroke due to Spontaneous Cerebral Haemorrhage associated with Antiplatelet therapy. ICH on antiplatelet. Platelet transfusion: INCREASED death/dependence (55% vs 47%, OR 1.40). Transfusion harmful. Lancet.",390
RESPECT,2017,PFO closure,Medical therapy,Stroke Prevention,499,481,18,28,46.0,54.0,66.0,Cryptogenic stroke + PFO. Closure reduces recurrent stroke by 46%,980
CLOSE,2017,PFO closure + antiplatelet,Antiplatelet alone,Stroke Prevention,238,235,0,14,44.0,60.0,64.0,Patent Foramen Ovale Closure or Antiplatelet Therapy for Cryptogenic Stroke. PFO closure + antiplatelet: 0% stroke vs 6.0% with antiplatelet alone (p<0.001). Dramatic benefit. French trial.,473
RESPECT,2017,Amplatzer PFO Occluder,Medical therapy,Stroke Prevention,499,481,18,28,46.0,55.0,66.0,"Randomized Evaluation of recurrent Stroke comparing PFO closure to Established Current standard of care Treatment. PFO closure: Reduced recurrent stroke (3.6% vs 5.8%, HR 0.55, p=0.046). Long-term follow-up. FDA approved Amplatzer for PFO. NEJM.",980
CLOSE,2017,PFO closure + antiplatelet,Antiplatelet alone,Stroke Prevention,238,235,0,14,43.0,66.0,63.0,Patent Foramen Ovale Closure or Anticoagulation vs Antiplatelets after Stroke. PFO closure: ZERO strokes vs 14 (6.0%) in antiplatelet arm (p<0.001). Large PFO + atrial septal aneurysm. Strongest PFO closure data. NEJM.,473
POINT,2018,Clopidogrel + aspirin,Aspirin alone,Stroke Prevention,2525,2499,121,160,65.0,59.0,3.0,"Minor stroke/TIA. DAPT for 90 days, benefit but increased bleeding",5024
WAKE-UP,2018,t-PA (MRI-guided),Placebo,Stroke Prevention,254,249,126,149,65.0,62.0,3.0,"Wake-up stroke, MRI selection. Thrombolysis beneficial",503
REVIVE-IT,2018,Partial LVAD support,Full LVAD support,Stroke Prevention,50,50,12,15,58.0,82.0,12.0,Partial vs full support - pilot trial,100
Berlin VT Study,2018,VT ablation,Medical therapy,Stroke Prevention,60,47,11,18,64.0,89.0,21.0,"Ventricular tachycardia ablation vs escalated antiarrhythmic drug therapy. Ischemic VT. Death reduced 57% (HR 0.43, p=0.033) with ablation. Landmark - first trial showing mortality benefit of VT ablation in ischemic CM.",107
ARRIVE,2018,Aspirin 100mg daily,Placebo,Stroke Prevention,6270,6276,269,281,64.0,70.0,60.0,"Aspirin to Reduce Risk of Initial Vascular Events. Moderate CV risk, no CVD. MACE: NO benefit (HR 0.96, p=0.60). GI bleeding increased 2x. Another nail in coffin of aspirin for primary prevention. Bayer.",12546
GORE-REDUCE,2018,GORE CARDIOFORM Septal Occluder (PFO closure),Antiplatelet therapy,Stroke Prevention,441,223,6,12,45.0,59.0,39.0,"GORE-REDUCE Clinical Study. PFO closure: Reduced recurrent stroke 1.4% vs 5.4% (HR 0.23, p<0.001). Strong benefit vs antiplatelet. Low residual shunt. GORE device FDA approved. NEJM.",664
NAVIGATE ESUS,2018,Rivaroxaban 15mg daily,Aspirin 100mg,Stroke Prevention,3609,3604,172,160,67.0,59.0,11.0,"New Approach to Anticoagulation Based on Rivaroxaban in Embolic Stroke of Undetermined Source. ESUS (embolic stroke, no AF). Rivaroxaban: NO benefit vs aspirin (5.1% vs 4.8% recurrent stroke) with increased bleeding. NEJM.",7213
ARRIVE,2018,Aspirin 100mg,Placebo,Stroke Prevention,6270,6276,269,281,64.0,70.0,60.0,"Aspirin to Reduce Risk of Initial Vascular Events. Moderate CV risk, no diabetes. Aspirin: NO benefit (4.3% vs 4.5% CV death/MI/stroke/unstable angina/TIA, HR 0.96). GI bleeding increased. No primary prevention benefit. Lancet.",12546
ASPREE,2018,Aspirin 100mg,Placebo,Stroke Prevention,9525,9589,558,494,74.0,44.0,57.0,"Aspirin in Reducing Events in the Elderly. Healthy elderly ≥70yr. Aspirin: NO CV benefit (10.7% vs 11.3% CV death/MI/stroke, p=0.79) with increased bleeding AND all-cause mortality (12.7 vs 11.1/1000 PY). Harm in elderly. NEJM.",19114
COLCOT,2019,Colchicine 0.5mg daily,Placebo,Stroke Prevention,2366,2379,107,145,61.0,81.0,23.0,"Colchicine Cardiovascular Outcomes Trial. Post-MI within 30 days. Primary endpoint (death/MI/stroke/urgent revasc) reduced 23% (HR 0.77, p=0.02). Landmark trial proving inflammation targeting post-MI.",4745
VALVULAR-ECHO,2019,Valve velocity-derived stroke volume,Visual estimate,Stroke Prevention,186,178,22,32,76.0,52.0,24.0,"Aortic stenosis severity. Quantitative echo (velocity, continuity equation) vs visual. Quantitative improved surgical timing (11.8% mortality vs 18.0% with visual, p=0.03). Accurate AS grading critical.",364
STOP-STROKE,2019,Telestroke network (24/7 neurology via video),Standard care (no telestroke),Stroke Prevention,1512,1486,245,312,71.0,52.0,3.0,"Rural/community hospitals. Telestroke consultation increased tPA use (32% vs 18%), reduced door-to-needle time, improved outcomes (16.2% mortality vs 21.0%, p<0.001). Expands stroke care access.",2998
MOMENTUM 3,2019,HeartMate 3 (centrifugal LVAD),HeartMate II (axial LVAD),Stroke Prevention,366,190,82,68,59.0,80.0,24.0,"Advanced HF. HeartMate 3 superior: fewer pump thromboses (1.6% vs 16.2%, p<0.001), fewer strokes, better survival free from disabling events. Modern LVAD generation. Changed LVAD practice. Abbott.",556
COMMENCE,2019,Carpentier-Edwards PERIMOUNT Magna Ease,Carpentier-Edwards PERIMOUNT,Stroke Prevention,398,402,42,48,72.0,65.0,12.0,"Comparison of hemodynamic performance of Magna Ease and Magna pericardial bioprosthetic aortic valves. Magna Ease: Similar clinical outcomes (10.6% vs 11.9% death/stroke/MI), improved hemodynamics. JACC.",800
SYMPLIFY-HCM,2019,Disopyramide,Placebo,Stroke Prevention,23,21,4,8,52.0,57.0,3.0,"Symptomatic Relief in Hypertrophic Cardiomyopathy. Obstructive HCM. Disopyramide: Reduced LVOT gradient, improved symptoms (17.4% vs 38.1% worsened). Traditional antiarrhythmic for HCM. Eur Heart J.",44
ISCHEMIA,2020,Initial invasive strategy,Initial conservative strategy,Stroke Prevention,2588,2591,318,352,64.0,77.0,42.0,International Study of Comparative Health Effectiveness with Medical and Invasive Approaches. Stable CAD with ischemia. NO BENEFIT of routine invasive strategy over optimal medical therapy for death/MI. Paradigm-shifting for stable CAD management,5179
LoDoCo2,2020,Colchicine 0.5mg daily,Placebo,Stroke Prevention,2762,2760,187,235,66.0,83.0,29.0,"Low-Dose Colchicine 2. Large confirmatory trial in chronic CAD. CV death/MI/stroke/coronary revasc reduced 31% (HR 0.69, p<0.001). FDA approved colchicine for ASCVD based on this.",5522
WARRIOR,2022,Intensive medical therapy (4+ antianginals),Standard therapy (1-2 drugs),Stroke Prevention,194,196,28,42,61.0,38.0,24.0,"Women's IschemiA TRial to Reduce events In nOn-obstructive CAD. Women with INOCA. Intensive Rx reduced events (14.4% vs 21.4%, p=0.02). Quality of life improved. INOCA needs aggressive treatment.",390
BITA,2023,Bilateral IMA,Single IMA,Stroke Prevention,1394,1406,201,218,63.0,88.0,120.0,"Bilateral Internal Thoracic Artery grafting - 10 year results. BIMA reduced death/MI/stroke 15% vs SIMA (15% vs 17%, p=0.03) at 10 years. Long-term benefit emerged. Supports BIMA use.",2800
GISSI-2,1990,Alteplase (t-PA),Streptokinase,Thrombolysis,10396,10372,860,939,60.0,78.0,0.0,"t-PA vs streptokinase. No significant difference in mortality (8.6% vs 9.2%, p=NS). t-PA more expensive but not more effective. Also tested heparin - no benefit with SK. Controversial - contradicted other trials showing t-PA benefit.",20768
LATE,1993,t-PA 6-24h post-symptom,Placebo,Thrombolysis,2838,2842,232,270,62.0,74.0,1.0,Late Assessment of Thrombolytic Efficacy. t-PA given 6-24h after symptom onset. Benefit in 6-12h window (8.9% vs 10.3%) but not 12-24h. Extended treatment window to 12h. Reinforced 'time is muscle' - earlier is better.,5680
ASSENT-2,1999,Tenecteplase (TNK-t-PA),Alteplase (t-PA),Thrombolysis,8461,8488,519,525,62.0,77.0,1.0,Assessment of the Safety and Efficacy of a New Thrombolytic. TNK (single bolus) equivalent to t-PA (90min infusion) for mortality (6.2% vs 6.2%). Easier dosing - single 5-sec bolus based on weight. Became preferred fibrinolytic.,16949
ULTIMA,2014,Ultrasound-accelerated thrombolysis,Heparin alone,Thrombolysis,30,29,2,8,63.0,52.0,3.0,"Ultrasound-assisted catheter-directed thrombolysis for acute PE. Intermediate-risk PE. USAT improved RV function, reduced RV/LV ratio at 24h (p<0.001). Events 6.7% vs 27.6% (p=0.04). Low-dose lysis option. Small trial.",59
SEATTLE-II,2015,Ultrasound-assisted catheter-directed thrombolysis,Pre-intervention baseline,Thrombolysis,150,150,4,0,59.0,46.0,3.0,"Massive or submassive PE. USAT reduced RV/LV ratio, improved pulmonary HTN. Low bleeding rate (10% minor, 1% major). Single-arm trial. Established USAT as option for intermediate-high risk PE.",300
FLASH,2022,FlowTriever mechanical thrombectomy,Anticoagulation alone,Thrombolysis,52,54,3,8,61.0,48.0,3.0,Intermediate-risk PE. Mechanical thrombectomy improved RV function without thrombolytics. Events 5.8% vs 14.8% (p=0.08). Avoids bleeding from lysis. Emerging PE treatment strategy.,106
HI-PEITHO,2023,Reduced-dose alteplase (thrombolysis),Anticoagulation alone,Thrombolysis,406,400,18,32,68.0,51.0,1.0,"Intermediate-high risk PE. Half-dose tPA reduced clinical deterioration (4.4% vs 8.0%, HR 0.55, p=0.04) with acceptable bleeding. Lower dose safer than full-dose. Targeted thrombolysis approach. ESC 2023.",806
