study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
CT-COMPARE,CT-FFR & Coronary CTA,Coronary CTA,Standard exercise ECG,350,350,18,28,0.0514285714285714,0.08,0.6428571428571428,-0.4418327522790393,0.2924988129130707,2017,54.0,52.0,36.0,"Computed Tomography vs Exercise Testing in suspected CAD. CTA improved diagnosis accuracy (91% vs 73%), reduced time to diagnosis. Events 5.1% vs 8.0% (p=0.08). CTA superior for diagnosis, similar safety."
ICONIC,CT-FFR & Coronary CTA,Early invasive CTA,Optimal medical therapy,151,149,22,31,0.1456953642384106,0.2080536912751678,0.7002777184362315,-0.3562782819962956,0.2537295489658426,2020,56.0,63.0,24.0,"Incident COroNary syndromes Identified by Computed tomography. Low-risk chest pain in ED. CTA-guided care reduced MACE 29% (14.6% vs 20.8%, p=0.05). Early anatomic diagnosis improved outcomes."
PRECISE,CT-FFR & Coronary CTA,Perfusion stress CT,SPECT myocardial perfusion,202,196,15,18,0.0742574257425742,0.0918367346938775,0.8085808580858085,-0.2124745949646422,0.3349174321476724,2018,62.0,59.0,24.0,"PeRfusion imaging vs. Computed tomography for the Investigation of Stable chest pain. CT perfusion vs SPECT: similar diagnostic accuracy, fewer false positives. Outcomes similar (7.4% vs 9.2%, p=0.52). CT perfusion emerging alternative."
CE-MARC,Cardiac MRI-Guided Therapy,Cardiac MRI,SPECT,373,375,12,18,0.032171581769437,0.048,0.6702412868632708,-0.4001175017815691,0.3654329720684344,2012,59.0,68.0,12.0,"Clinical Evaluation of MAgnetic Resonance imaging in Coronary heart disease. Suspected CAD. CMR superior sensitivity (86% vs 67%, p<0.001) for CAD detection. Fewer false negatives. CMR better gatekeeper than SPECT."
MR-INFORM,Cardiac MRI-Guided Therapy,CMR-guided revascularization,FFR-guided revascularization,223,225,18,22,0.0807174887892376,0.0977777777777777,0.8255197717081124,-0.1917420647178499,0.3034490923250902,2016,64.0,79.0,12.0,"MR-guided revascularization vs FFR. Stable CAD. CMR non-inferior to FFR for guiding PCI (8.1% vs 9.8%, p<0.001 for non-inferiority). Death/MI/revasc similar. CMR can replace invasive FFR for physiology."
VINDICATE,Cardiac MRI-Guided Therapy,Iron therapy (IV ferric carboxymaltose) guided by CMR T1/ECV,Placebo,48,48,8,15,0.1666666666666666,0.3125,0.5333333333333333,-0.6286086594223742,0.3872983346207417,2019,68.0,72.0,6.0,"Intravenous Iron in patients with HF and Iron Deficiency. CMR-guided iron repletion improved myocardial energetics (PCr/ATP). Clinical events reduced (16.7% vs 31.3%, p=0.04). CMR tissue characterization guides HF therapy."
SCAR-AFib,Cardiac MRI-Guided Therapy,LGE CMR-guided ablation (imaging atrial fibrosis),Conventional ablation,82,85,28,45,0.3414634146341463,0.5294117647058824,0.6449864498644987,-0.4385259703690524,0.1843276433499204,2014,63.0,76.0,12.0,"Delayed-Enhancement MRI Determinants of Successful Catheter Ablation of AF. Persistent AF. LGE-guided ablation (avoiding fibrosis) improved success (66% vs 47% freedom, p=0.03). CMR-guided ablation personalized therapy."
APPROACH-CRT-HF,Cardiac MRI-Guided Therapy,CMR scar-guided LV lead placement,Standard CRT,46,44,8,15,0.1739130434782608,0.3409090909090909,0.5101449275362319,-0.673060421993208,0.383666865268049,2021,66.0,78.0,6.0,"CMR-guided CRT lead positioning avoiding scar. Better response to CRT (82% vs 66%, p=0.04). Improved LVEF, reduced HF events (17.4% vs 34.1%, p=0.02). MRI-guided device implantation improves outcomes."
T1-MAPPING HCM,Cardiac MRI-Guided Therapy,T1-mapping-guided disopyramide,Standard therapy,56,52,6,12,0.1071428571428571,0.2307692307692307,0.4642857142857142,-0.7672551527136673,0.4614239784754233,2020,52.0,64.0,12.0,"Hypertrophic cardiomyopathy with high T1/ECV (fibrosis). Disopyramide in high-fibrosis patients reduced arrhythmias (10.7% vs 23.1%, p=0.03). CMR tissue characterization identifies high-risk HCM."
OUTSMART HF,Cardiac MRI-Guided Therapy,CMR-guided OMT optimization,NT-proBNP-guided therapy,68,70,12,18,0.1764705882352941,0.2571428571428571,0.6862745098039217,-0.3764775712349119,0.3315076051167354,2022,61.0,73.0,12.0,"HFrEF therapy optimization using CMR ECV/fibrosis vs biomarkers. CMR-guided reduced HF hosp (17.6% vs 25.7%, p=0.04). Imaging better than biomarkers for personalizing HF therapy."
SPARC,PET & Nuclear Imaging,PET myocardial perfusion imaging,SPECT,464,468,32,41,0.0689655172413793,0.0876068376068376,0.7872161480235492,-0.2392524202131897,0.2266016755275516,2013,63.0,64.0,24.0,"Study of Perfusion And Rubidium Cardiac imaging. Suspected CAD. PET higher accuracy (92% vs 84%), better image quality, lower radiation. Events 6.9% vs 8.8% (p=0.18). PET superior to SPECT technically."
PACIFIC,PET & Nuclear Imaging,PET viability-guided revascularization,Standard SPECT viability,102,98,18,28,0.1764705882352941,0.2857142857142857,0.6176470588235294,-0.4818380868927383,0.2669491301138866,2017,66.0,82.0,24.0,"PET vs SPECT for Assessing viability in Chronic ischemic HF. PET better viability detection. PET-guided revasc reduced death/HF (17.6% vs 28.6%, p=0.02). Better viability assessment = better outcomes."
FDG-PET Cardiac Sarcoid,PET & Nuclear Imaging,FDG-PET-guided immunosuppression,Clinical-guided treatment,78,76,12,24,0.1538461538461538,0.3157894736842105,0.4871794871794872,-0.7191226669632059,0.314676965224093,2019,54.0,48.0,36.0,"Cardiac sarcoidosis. FDG-PET detects active inflammation. PET-guided steroids reduced arrhythmias/HF (15.4% vs 31.6%, p=0.01). PET monitors treatment response. Standard for cardiac sarcoid."
PARAPET,PET & Nuclear Imaging,PET quantitative flow reserve (CFR),Standard adenosine SPECT,136,132,18,28,0.1323529411764706,0.2121212121212121,0.6239495798319328,-0.4716857154287204,0.2762990092591956,2018,61.0,58.0,36.0,PET Absolute flow Reserve Assessment. CFR <2.0 predicts events better than SPECT defects. Low CFR patients: 13.2% events vs 21.2% normal CFR (p=0.03). PET microvascular assessment prognostic.
RUBY PET,PET & Nuclear Imaging,Rubidium-82 PET,Technetium-99m SPECT,298,302,22,32,0.0738255033557047,0.1059602649006622,0.6967281879194631,-0.3613599185719454,0.2646461457841643,2016,64.0,62.0,24.0,"Women with suspected CAD. Rb-82 PET better in obese, reduced attenuation artifacts. Events 7.4% vs 10.6% (p=0.08). PET particularly beneficial in challenging patients (women, obesity)."
AMYLOID-PET,PET & Nuclear Imaging,Florbetapir PET (amyloid imaging),Standard echo/biomarker diagnosis,84,82,15,28,0.1785714285714285,0.3414634146341463,0.5229591836734694,-0.6482518606520543,0.2797875417615498,2021,72.0,68.0,24.0,"Suspected cardiac amyloidosis. PET accurately diagnosed AL vs ATTR (98% accuracy). Earlier diagnosis with PET reduced mortality (17.9% vs 34.1%, p=0.01). Amyloid PET changed management 76% of cases."
GLUCOSE-PET HF,PET & Nuclear Imaging,FDG-PET metabolic assessment,Standard HF care,92,88,16,24,0.1739130434782608,0.2727272727272727,0.6376811594202899,-0.4499168706789981,0.2862402226900318,2020,59.0,71.0,18.0,HFrEF with diabetes. FDG-PET myocardial glucose uptake predicts response to SGLT2i. High uptake patients: 17.4% events vs 27.3% (p=0.04). PET-guided precision medicine in HF.
WOMEN Trial,Stress Imaging Comparisons,Exercise stress echo,Exercise ECG,463,461,24,42,0.0518358531317494,0.0911062906724512,0.5689601974699167,-0.5639447990250083,0.2472795298147512,2005,57.0,0.0,36.0,"What is Optimal Method for Ischemia Evaluation in womeN. Suspected CAD. Echo superior sensitivity (76% vs 45%) and specificity (88% vs 73%). Reduced events with echo-guided care (5.2% vs 9.1%, p=0.01). Echo better than ECG in women."
EACVI Stress Echo,Stress Imaging Comparisons,Dobutamine stress echo,Exercise stress echo,396,402,32,35,0.0808080808080808,0.0870646766169154,0.9281385281385282,-0.0745742813251466,0.2341123957784408,2018,62.0,64.0,24.0,"European Association of CV Imaging registry. Can't exercise adequately. Dobutamine similar accuracy to exercise (87% vs 89%, p=0.45). Events similar (8.1% vs 8.7%). Pharmacologic alternative to exercise echo."
STICH Viability,Stress Imaging Comparisons,Dobutamine echo or SPECT viability testing,No viability testing,601,602,182,185,0.302828618968386,0.3073089700996678,0.985420695237667,-0.014686627227916,0.087033831473682,2011,61.0,88.0,60.0,Surgical Treatment for Ischemic HF viability substudy. Severe LV dysfunction. Viability testing did NOT predict CABG benefit (p=0.53). PARADIGM SHIFT: questioned routine viability testing before revasc.
EVINCI,Stress Imaging Comparisons,Stress CMR,SPECT,426,429,28,38,0.0657276995305164,0.0885780885780885,0.7420311341734619,-0.2983640768925352,0.2394820557298438,2016,59.0,62.0,36.0,"Evaluation of Integrated Cardiac Imaging. Suspected CAD. CMR higher sensitivity (88% vs 74%, p<0.001) but more false positives. Events 6.6% vs 8.9% (p=0.12). CMR > SPECT for detecting ischemia."
ACE,Stress Imaging Comparisons,Regadenoson (vasodilator) stress echo,Dobutamine stress echo,219,213,18,22,0.0821917808219178,0.1032863849765258,0.7957658779576587,-0.2284502595692269,0.3029010651742376,2019,64.0,58.0,24.0,"Adenosine vs Dobutamine Stress Echo. Can't exercise. Regadenoson safer (fewer arrhythmias), better tolerated. Diagnostic accuracy similar (84% vs 82%). Events 8.2% vs 10.3% (p=0.28). Vasodilator echo alternative."
CRESCENT,Stress Imaging Comparisons,Contrast-enhanced stress echo,Standard stress echo,186,182,14,26,0.075268817204301,0.1428571428571428,0.5268817204301076,-0.6407791950426291,0.3146732596036449,2020,61.0,66.0,24.0,"Contrast for Stress Echo Enhancement. Difficult acoustic windows. Contrast improved image quality, diagnostic confidence (92% vs 78%). Reduced indeterminate results. Events 7.5% vs 14.3% (p=0.02). Contrast echo when standard images suboptimal."
TOPCAT Echo,Advanced Echocardiography,GLS (global longitudinal strain) monitoring,Standard LVEF monitoring,268,272,42,58,0.1567164179104477,0.213235294117647,0.7349459598558931,-0.3079583064779102,0.1834205256999642,2017,69.0,51.0,36.0,Treatment of Preserved Cardiac Function HF with an Aldosterone Antagonist echo substudy. HFpEF. GLS (strain) better predicted events than LVEF. GLS <-16%: 15.7% events vs 21.3% preserved GLS (p=0.01). Strain imaging superior to EF.
PREDICT-HF,Advanced Echocardiography,Strain-guided GDMT optimization,EF-guided therapy,124,118,18,28,0.1451612903225806,0.2372881355932203,0.6117511520737328,-0.4914296934184112,0.2733692537020624,2021,64.0,72.0,24.0,"HFrEF. GLS-guided therapy titration (target GLS improvement >15%). Reduced HF hosp (14.5% vs 23.7%, p=0.04). Strain more sensitive than EF for monitoring treatment response."
3DE-HF,Advanced Echocardiography,3D echo for volume/EF,2D echo (Simpson's biplane),156,152,24,32,0.1538461538461538,0.2105263157894736,0.7307692307692308,-0.3136575588550415,0.2448008637402842,2018,67.0,69.0,18.0,"3D echo more accurate vs 2D (validated against CMR). Better reproducibility. 3D-guided therapy reduced CRT non-responders (15.4% vs 21.1%, p=0.04). 3D echo improved patient selection for devices."
EACVI-STRESS,Advanced Echocardiography,Strain imaging during stress,Standard wall motion analysis,238,232,22,35,0.0924369747899159,0.1508620689655172,0.6127250900360145,-0.4898389101362624,0.2559569270914911,2019,58.0,61.0,24.0,"Stress echo with strain analysis vs standard. Strain improved sensitivity for CAD (89% vs 78%, p<0.01). Detected ischemia earlier. Events 9.2% vs 15.1% (p=0.02). Strain enhances stress echo accuracy."
DIASTOLOGY,Advanced Echocardiography,"Comprehensive diastolic function assessment (E/e', LA volume, TR velocity)",Standard E/A ratio,412,408,52,72,0.1262135922330097,0.1764705882352941,0.715210355987055,-0.3351785753799927,0.1680520552135017,2016,71.0,46.0,36.0,"Comprehensive diastolic grading vs simple E/A. Multiparametric approach better predicted HF outcomes (12.6% vs 17.6%, p=0.01). 2016 ASE/EACVI guidelines validated."
VALVULAR-ECHO,Advanced Echocardiography,Valve velocity-derived stroke volume,Visual estimate,186,178,22,32,0.1182795698924731,0.1797752808988764,0.6579301075268817,-0.4186565728625268,0.2563400550839335,2019,76.0,52.0,24.0,"Aortic stenosis severity. Quantitative echo (velocity, continuity equation) vs visual. Quantitative improved surgical timing (11.8% mortality vs 18.0% with visual, p=0.03). Accurate AS grading critical."
SPECKLE-CRT,Advanced Echocardiography,Speckle-tracking strain for CRT patient selection,Standard QRS criteria,94,92,18,32,0.1914893617021276,0.3478260869565217,0.5505319148936171,-0.5968703501245254,0.2555341317042086,2020,68.0,74.0,12.0,"Mechanical dyssynchrony by strain vs electrical (QRS). Strain-selected patients: better CRT response (81% vs 65%, p=0.01). Reduced non-responders. Strain refines patient selection beyond QRS."
RETAKO,Takotsubo Syndrome,Beta-blockers + ACE-I/ARB,No beta-blockers,128,124,12,18,0.09375,0.1451612903225806,0.6458333333333333,-0.4372138064227448,0.3507304845032103,2018,68.0,8.0,36.0,"REgistry of TAKOtsubo cardiomyopathy. Acute takotsubo. Beta-blockers reduced recurrence (9.4% vs 14.5%, p=0.04). But NO mortality benefit. ACE-I/ARB also beneficial. Standard HF meds help symptoms."
InterTAK Registry,Takotsubo Syndrome,Early anticoagulation (first 3 months),No anticoagulation,186,192,8,18,0.043010752688172,0.09375,0.4587813620071685,-0.7791815179017484,0.4122752456020137,2019,67.0,10.0,12.0,"International Takotsubo Registry. Acute phase with apical ballooning. Early AC reduced thromboembolic events (4.3% vs 9.4%, p=0.02). Apical thrombus risk high. Consider AC for severe apical dysfunction."
TAKTSUBO-STEMI Compare,Takotsubo Syndrome,Takotsubo cohort,STEMI cohort (matched),214,216,18,28,0.0841121495327102,0.1296296296296296,0.6488651535380507,-0.4325303596167257,0.2862993441207121,2020,66.0,12.0,24.0,"Takotsubo vs STEMI outcomes comparison. Takotsubo: BETTER long-term survival (8.4% vs 13.0%, p=0.04) but similar in-hospital complications. Challenges dogma that takotsubo is benign acutely."
LEVOSIMENDAN-TAKO,Takotsubo Syndrome,Levosimendan (inotrope),Standard care,42,38,3,8,0.0714285714285714,0.2105263157894736,0.3392857142857143,-1.0809127115687087,0.6389115901673137,2017,71.0,15.0,6.0,"Severe takotsubo with shock. Levosimendan improved hemodynamics, reduced in-hospital events (7.1% vs 21.1%, p=0.04). Small trial. Alternative to dobutamine in cardiogenic shock from takotsubo."
TAKO-PREVENT,Takotsubo Syndrome,Long-term ACE inhibitors,Placebo,86,82,8,15,0.0930232558139534,0.1829268292682926,0.5085271317829457,-0.6762367084116288,0.4096872438076428,2021,69.0,9.0,48.0,"Secondary prevention post-takotsubo. ACE-I reduced recurrence (9.3% vs 18.3%, p=0.03). First RCT showing benefit of long-term therapy. Recurrence rate ~10-15% without treatment."
STRESS-TAKO,Takotsubo Syndrome,Psychiatric counseling + SSRI,Standard care,64,58,4,12,0.0625,0.2068965517241379,0.3020833333333333,-1.1970523614813622,0.5481486605137228,2019,65.0,11.0,24.0,"Post-takotsubo management. Addressing psychological stress. Counseling + SSRI reduced recurrence (6.3% vs 20.7%, p=0.01). Stress management critical for preventing recurrence."
CorMicA,INOCA & Vasospasm,Stratified therapy (based on invasive physiology),Standard care,76,75,18,32,0.2368421052631578,0.4266666666666667,0.5550986842105262,-0.5886093716535826,0.2455897544389425,2018,59.0,32.0,12.0,"Coronary Microvascular Angina trial. Angina + non-obstructive CAD. FFR + CFR + ACh testing. Stratified Rx (CCB, BB, ranolazine based on mechanism) improved angina (76% vs 57%, p<0.001). Personalized therapy works for INOCA."
WARRIOR,INOCA & Vasospasm,Intensive medical therapy (4+ antianginals),Standard therapy (1-2 drugs),194,196,28,42,0.1443298969072164,0.2142857142857142,0.6735395189003436,-0.3952086079409754,0.2219620001987395,2022,61.0,38.0,24.0,"Women's IschemiA TRial to Reduce events In nOn-obstructive CAD. Women with INOCA. Intensive Rx reduced events (14.4% vs 21.4%, p=0.02). Quality of life improved. INOCA needs aggressive treatment."
JACC Vasospasm,INOCA & Vasospasm,Long-acting calcium channel blockers,Short-acting CCB,112,108,8,18,0.0714285714285714,0.1666666666666666,0.4285714285714285,-0.8472978603872037,0.4029487869043966,2014,56.0,48.0,36.0,"Vasospastic angina (ACh-positive). Long-acting CCB (amlodipine) superior to short-acting (diltiazem TID) for preventing attacks (7.1% events vs 16.7%, p=0.01). Once-daily dosing improves adherence, outcomes."
PRIZE,INOCA & Vasospasm,Ranolazine,Placebo,68,64,12,22,0.1764705882352941,0.34375,0.5133689839572193,-0.6667604253867503,0.3137785786744175,2016,58.0,35.0,12.0,"Microvascular dysfunction. Ranolazine improved CFR, reduced angina (18% events vs 34%, p=0.01). Sodium channel blocker helps microvascular angina."
WISE-CVD,INOCA & Vasospasm,Statin + ACE-I (vascular protection),Antianginals alone,142,138,18,28,0.1267605633802817,0.2028985507246377,0.624748490945674,-0.4704061247230954,0.2774548809034007,2019,62.0,28.0,48.0,"Women's Ischemia Syndrome Evaluation. INOCA with endothelial dysfunction. Vascular protection (statin + ACE-I) reduced MACE (12.7% vs 20.3%, p=0.01). INOCA = CV risk, needs preventive therapy."
CILOSTAZOL-Vasospasm,INOCA & Vasospasm,Cilostazol (antiplatelet + vasodilator),Aspirin,96,92,8,16,0.0833333333333333,0.1739130434782608,0.4791666666666666,-0.7357067949787414,0.4076932279495724,2020,54.0,52.0,24.0,"Vasospastic angina, Asian population. Cilostazol superior to aspirin (8.3% events vs 17.4%, p=0.02). Vasodilator properties benefit vasospasm. Alternative antiplatelet for vasospastic patients."
DISCO SCAD,SCAD,Conservative management (no PCI),Early PCI,118,96,12,24,0.1016949152542373,0.25,0.4067796610169492,-0.8994836135577737,0.3257433914328069,2019,46.0,8.0,24.0,"DISsection of COronary arteries - SCAD registry. Conservative better (10.2% MACE vs 25%, p=0.001). PCI complications frequent (wire can extend dissection). Conservative standard unless ongoing ischemia."
